original_title,overview,genres,keywords,popularity,cast,director,content
Four Single Fathers,a comedydrama about four italian single fathers trying to cope with american exwives children family and new relationships set in new york and rome,drama comedy,,0.008263,alessandro gassman francesco quinn joe urla lenny venito jennifer esposito,paolo monico,a comedydrama about four italian single fathers trying to cope with american exwives children family and new relationships set in new york and rome drama comedy  alessandro gassman francesco quinn joe urla lenny venito jennifer esposito paolo monico
Enter the Dangerous Mind,a psychological thriller set in the world of underground dubstep snap is the story of jim whitman a brilliant but painfully introverted musician who develops a crush on a young social worker,thriller,composer obsession,1.998826,jake hoffman nikki reed thomas dekker scott bakula jason priestley,youssef delara,a psychological thriller set in the world of underground dubstep snap is the story of jim whitman a brilliant but painfully introverted musician who develops a crush on a young social worker thriller composer obsession jake hoffman nikki reed thomas dekker scott bakula jason priestley youssef delara
Something Wicked,a young couple embark upon their honeymoon against the chilling landscapes of the pacific northwest but when tragedy strikes gruesome secrets from their past collide with sinister forces of the present,mystery thriller,obsession oregon independent film,1.968679,shantel vansanten john robinson james patrick stuart brittany murphy robert blanche,darin scott,a young couple embark upon their honeymoon against the chilling landscapes of the pacific northwest but when tragedy strikes gruesome secrets from their past collide with sinister forces of the present mystery thriller obsession oregon independent film shantel vansanten john robinson james patrick stuart brittany murphy robert blanche darin scott
AWOL-72,an awol marine in possession of secret government information is a wanted man pursued by russian special ops the lapd and a dangerous assassin,thriller,russian getaway lapd awol special ops,1.141463,luke goss rza bokeem woodbine louis mandylor brooke newton,christian sesma,an awol marine in possession of secret government information is a wanted man pursued by russian special ops the lapd and a dangerous assassin thriller russian getaway lapd awol special ops luke goss rza bokeem woodbine louis mandylor brooke newton christian sesma
Iguana,a grotesquely disfigured harpooner called iguana is severely mistreated by his fellow sailors on a whaling ship in the 19th century one night he escapes and takes up residence on a remote island he makes himself ruler of the island and declares war on mankind anyone unfortunate enough to wind up on the island with iguana is subjected to his cruel tyranny,,,0.214704,everett mcgill fabio testi michael madsen jack taylor,monte hellman,a grotesquely disfigured harpooner called iguana is severely mistreated by his fellow sailors on a whaling ship in the 19th century one night he escapes and takes up residence on a remote island he makes himself ruler of the island and declares war on mankind anyone unfortunate enough to wind up on the island with iguana is subjected to his cruel tyranny   everett mcgill fabio testi michael madsen jack taylor monte hellman
Chicago Overcoat,the fates of an aging hitman and a washed up detective become entwined when one last job leads to one last chance to settle an old score,action crime thriller,,1.034844,frank vincent kathrine narducci mike starr stacy keach armand assante,brian caunter,the fates of an aging hitman and a washed up detective become entwined when one last job leads to one last chance to settle an old score action crime thriller  frank vincent kathrine narducci mike starr stacy keach armand assante brian caunter
Barry Munday,barry munday a libidodriven wage slave who spends all his time either ogling fantasizing about or trying to pick up women wakes up in hospital after a freak attack only to find that his testicles have been removed,comedy drama romance,based on novel letter paternity castration doctor pregnancy lamborghini testicles air guitar genital mutilation,1.975941,patrick wilson malcolm mcdowell judy greer chloë sevigny missi pyle,chris darienzo,barry munday a libidodriven wage slave who spends all his time either ogling fantasizing about or trying to pick up women wakes up in hospital after a freak attack only to find that his testicles have been removed comedy drama romance based on novel letter paternity castration doctor pregnancy lamborghini testicles air guitar genital mutilation patrick wilson malcolm mcdowell judy greer chloë sevigny missi pyle chris darienzo
Central do Brasil,an emotive journey of a former school teacher who writes letters for illiterate people and a young boy whose mother has just died as they search for the father he never knew,drama,brazilian brazil rio de janeiro letter wilderness teacher alcoholic railroad missing father long lost relative realism,5.928937,fernanda montenegro marília pêra vinícius de oliveira othon bastos otávio augusto,walter salles,an emotive journey of a former school teacher who writes letters for illiterate people and a young boy whose mother has just died as they search for the father he never knew drama brazilian brazil rio de janeiro letter wilderness teacher alcoholic railroad missing father long lost relative realism fernanda montenegro marília pêra vinícius de oliveira othon bastos otávio augusto walter salles
Pocketful of Miracles,damon runyons fairytale sweet and funny is told by director frank capra boozy brassy apple annie a beggar with a basket of apples is as much as part of downtown new york as old broadway itself bootlegger dave the dude is a sucker for her apples he thinks they bring him luck but dave and girlfriend queenie martin need a lot more than luck when it turns out that annie is in a jam and only they can help annies daughter louise who has lived all her life in a spanish convent is coming to america with a count and his son the counts son wants to marry louise who thinks her mother is part of new york society its up to dave and queenie and their runyonesque cronies to turn annie into a lady and convince the count and his son that they are hobnobbing with new yorks elite,comedy drama,dude prohibition deception new york city apple luck dowager high society 1930s,3.370225,glenn ford bette davis hope lange arthur oconnell peter falk,frank capra,damon runyons fairytale sweet and funny is told by director frank capra boozy brassy apple annie a beggar with a basket of apples is as much as part of downtown new york as old broadway itself bootlegger dave the dude is a sucker for her apples he thinks they bring him luck but dave and girlfriend queenie martin need a lot more than luck when it turns out that annie is in a jam and only they can help annies daughter louise who has lived all her life in a spanish convent is coming to america with a count and his son the counts son wants to marry louise who thinks her mother is part of new york society its up to dave and queenie and their runyonesque cronies to turn annie into a lady and convince the count and his son that they are hobnobbing with new yorks elite comedy drama dude prohibition deception new york city apple luck dowager high society 1930s glenn ford bette davis hope lange arthur oconnell peter falk frank capra
Close Range,a rogue soldier turned outlaw is thrust into a relentless fight with a corrupt sheriff his obedient deputies and a dangerous drug cartel in order to protect his sister and her young daughter,crime action,,5.485217,scott adkins nick chinlund caitlin keats jake la botz tony perez,isaac florentine,a rogue soldier turned outlaw is thrust into a relentless fight with a corrupt sheriff his obedient deputies and a dangerous drug cartel in order to protect his sister and her young daughter crime action  scott adkins nick chinlund caitlin keats jake la botz tony perez isaac florentine
Boynton Beach Club,a handful of men and women of a certain age pick up the pieces of their lives and look for new love after the loss of their mates in this comedy drama from writerdirector susan seidelman,comedy drama romance,independent film,0.18887,brenda vaccaro dyan cannon joseph bologna,,a handful of men and women of a certain age pick up the pieces of their lives and look for new love after the loss of their mates in this comedy drama from writerdirector susan seidelman comedy drama romance independent film brenda vaccaro dyan cannon joseph bologna 
Amnesiac,the story of a man who wakes up in bed suffering from memory loss after being in an accident only to begin to suspect that his wife may not be his real wife and that a web of lies and deceit deepen inside the house where he soon finds himself a prisoner,thriller mystery drama horror,,3.077885,kate bosworth wes bentley shashawnee hall richard riehle patrick bauchau,michael polish,the story of a man who wakes up in bed suffering from memory loss after being in an accident only to begin to suspect that his wife may not be his real wife and that a web of lies and deceit deepen inside the house where he soon finds himself a prisoner thriller mystery drama horror  kate bosworth wes bentley shashawnee hall richard riehle patrick bauchau michael polish
Freakonomics,some of the worlds most innovative documentary filmmakers will explore the hidden side of everything,documentary,female nudity corruption cheating experiment limousine high school independent film student economics real estate woman director,1.781462,zoe sloane jade viggiano amancaya aguilar kahiry bess alisha naragsheth,heidi ewing,some of the worlds most innovative documentary filmmakers will explore the hidden side of everything documentary female nudity corruption cheating experiment limousine high school independent film student economics real estate woman director zoe sloane jade viggiano amancaya aguilar kahiry bess alisha naragsheth heidi ewing
Haute tension,alexia travels with her friend marie to spend a couple of days with her family in their farm in the country they arrive late and they are welcomed by alexias father late in the night a sadistic and sick killer breaks into the farmhouse slaughters alexias familyincluding their dogand kidnaps alexia marie hides from the criminal and tries to help the hysterical and frightened alexia chase the maniac and disclose his identity in the end,horror thriller mystery,mass murder insanity gore survival farmhouse extreme violence maniac home invasion bound and gagged circular saw new french extremism,4.952983,cécile de france maïwenn philippe nahon franck khalfoun andrei finti,alexandre aja,alexia travels with her friend marie to spend a couple of days with her family in their farm in the country they arrive late and they are welcomed by alexias father late in the night a sadistic and sick killer breaks into the farmhouse slaughters alexias familyincluding their dogand kidnaps alexia marie hides from the criminal and tries to help the hysterical and frightened alexia chase the maniac and disclose his identity in the end horror thriller mystery mass murder insanity gore survival farmhouse extreme violence maniac home invasion bound and gagged circular saw new french extremism cécile de france maïwenn philippe nahon franck khalfoun andrei finti alexandre aja
Griff the Invisible,griff office worker by day superhero by night has his world turned upside down when he meets melody a beautiful young scientist who shares his passion for the impossible,romance comedy drama,love superhero independent film comedy,1.35088,ryan kwanten maeve dermody marshall napier heather mitchell patrick brammall,leon ford,griff office worker by day superhero by night has his world turned upside down when he meets melody a beautiful young scientist who shares his passion for the impossible romance comedy drama love superhero independent film comedy ryan kwanten maeve dermody marshall napier heather mitchell patrick brammall leon ford
Unnatural,global climate change prompts a scientific corporation to genetically modify alaskan polar bears with horrific and deadly results,thriller action horror,climate change polar bear,0.687656,james remar sherilyn fenn ron carlson graham greene allegra carpenter,hank braxtan,global climate change prompts a scientific corporation to genetically modify alaskan polar bears with horrific and deadly results thriller action horror climate change polar bear james remar sherilyn fenn ron carlson graham greene allegra carpenter hank braxtan
Hustle & Flow,with help from his friends a memphis pimp in a midlife crisis attempts to become a successful hiphop emcee,drama,rap music hiphop baby midlife crisis drug dealer career musical rapper independent film,6.39503,terrence howard anthony anderson taryn manning taraji p henson elise neal,craig brewer,with help from his friends a memphis pimp in a midlife crisis attempts to become a successful hiphop emcee drama rap music hiphop baby midlife crisis drug dealer career musical rapper independent film terrence howard anthony anderson taryn manning taraji p henson elise neal craig brewer
Some Like It Hot,two musicians witness a mob hit and struggle to find a way out of the city before they are found by the gangsters their only opportunity is to join an allgirl band as they leave on a tour to make their getaway they must first disguise themselves as women then keep their identities secret and deal with the problems this brings such as an attractive bandmate and a very determined suitor,comedy romance,chicago witness musician mafia cross dressing band spats all girl band st valentines day massacre sugar valentines day dressing,39.30982,marilyn monroe tony curtis jack lemmon george raft pat obrien,billy wilder,two musicians witness a mob hit and struggle to find a way out of the city before they are found by the gangsters their only opportunity is to join an allgirl band as they leave on a tour to make their getaway they must first disguise themselves as women then keep their identities secret and deal with the problems this brings such as an attractive bandmate and a very determined suitor comedy romance chicago witness musician mafia cross dressing band spats all girl band st valentines day massacre sugar valentines day dressing marilyn monroe tony curtis jack lemmon george raft pat obrien billy wilder
Friday the 13th Part VII: The New Blood,tina possesses the gift of telekinesis allowing her to move things and see the future using the power of her mind but when a devious doctor tries to exploit her ability the gift becomes a hellish curse tina unwittingly unchains the merciless bloodthirsty jason voorhees from his watery grave igniting a bloodbath that ends in the ultimate showdown in strength of mind versus pure evil matter,horror thriller,lake mask telekinesis psychopath slasher teenager psychiatrist jason vorhees,9.070842,kane hodder lar park lincoln susan jennifer sullivan kevin spirtas terry kiser,john carl buechler,tina possesses the gift of telekinesis allowing her to move things and see the future using the power of her mind but when a devious doctor tries to exploit her ability the gift becomes a hellish curse tina unwittingly unchains the merciless bloodthirsty jason voorhees from his watery grave igniting a bloodbath that ends in the ultimate showdown in strength of mind versus pure evil matter horror thriller lake mask telekinesis psychopath slasher teenager psychiatrist jason vorhees kane hodder lar park lincoln susan jennifer sullivan kevin spirtas terry kiser john carl buechler
The Wizard of Oz,young dorothy finds herself in a magical world where she makes friends with a lion a scarecrow and a tin man as they make their way along the yellow brick road to talk with the wizard and ask for the things they miss most in their lives the wicked witch of the west is the only thing that could stop them,adventure family fantasy,witch adolescence based on novel secret identity clock dream lion tornado scarecrow musical crow music kansas classic imaginary land cowardliness sepia color,67.417542,judy garland frank morgan ray bolger bert lahr jack haley,victor fleming,young dorothy finds herself in a magical world where she makes friends with a lion a scarecrow and a tin man as they make their way along the yellow brick road to talk with the wizard and ask for the things they miss most in their lives the wicked witch of the west is the only thing that could stop them adventure family fantasy witch adolescence based on novel secret identity clock dream lion tornado scarecrow musical crow music kansas classic imaginary land cowardliness sepia color judy garland frank morgan ray bolger bert lahr jack haley victor fleming
Young Frankenstein,a young neurosurgeon inherits the castle of his grandfather the famous dr victor von frankenstein in the castle he finds a funny hunchback a pretty lab assistant and the elderly housekeeper young frankenstein believes that the work of his grandfather was delusional but when he discovers the book where the mad doctor described his reanimation experiment he suddenly changes his mind,comedy science fiction,experiment castle assistant bride frankenstein laboratory mad scientist mobster spoof horror spoof scientist frankensteins monster,36.444894,gene wilder peter boyle marty feldman madeline kahn cloris leachman,mel brooks,a young neurosurgeon inherits the castle of his grandfather the famous dr victor von frankenstein in the castle he finds a funny hunchback a pretty lab assistant and the elderly housekeeper young frankenstein believes that the work of his grandfather was delusional but when he discovers the book where the mad doctor described his reanimation experiment he suddenly changes his mind comedy science fiction experiment castle assistant bride frankenstein laboratory mad scientist mobster spoof horror spoof scientist frankensteins monster gene wilder peter boyle marty feldman madeline kahn cloris leachman mel brooks
Diary of the Dead,a group of young film students run into reallife zombies while filming a horror movie of their own,horror action science fiction,zombie found footage,15.351412,michelle morgan joshua close shawn roberts amy lalonde joe dinicol,george a romero,a group of young film students run into reallife zombies while filming a horror movie of their own horror action science fiction zombie found footage michelle morgan joshua close shawn roberts amy lalonde joe dinicol george a romero
Lage Raho Munna Bhai,a hilarious underworld gangster known as munna bhai falls comically in love with a radio host by the name of jahnvi who runs an elders home which is taken over by an unscrupulous builder who gets the residents kicked out ironically with the help of munnas sidekick circuit while munna is busy romancing jahnvi elsewhere,comedy drama romance,historical figure comedy bollywood india,2.436019,sanjay dutt arshad warsi dilip prabhavalkar vidya balan dia mirza,rajkumar hirani,a hilarious underworld gangster known as munna bhai falls comically in love with a radio host by the name of jahnvi who runs an elders home which is taken over by an unscrupulous builder who gets the residents kicked out ironically with the help of munnas sidekick circuit while munna is busy romancing jahnvi elsewhere comedy drama romance historical figure comedy bollywood india sanjay dutt arshad warsi dilip prabhavalkar vidya balan dia mirza rajkumar hirani
Ulee's Gold,an elderly beekeeper and vietnam vet must rescue his daughterinlaw and protect his grandchildren from killers,drama,father son relationship florida stolen money dysfunctional family independent film stabbing bank robbery fatherinlaw daughterinlaw relationship beekeeper orlando florida,0.93392,peter fonda patricia richardson christine dunford tom wood jessica biel,victor nunez,an elderly beekeeper and vietnam vet must rescue his daughterinlaw and protect his grandchildren from killers drama father son relationship florida stolen money dysfunctional family independent film stabbing bank robbery fatherinlaw daughterinlaw relationship beekeeper orlando florida peter fonda patricia richardson christine dunford tom wood jessica biel victor nunez
The Black Stallion,while traveling with his father young alec becomes fascinated by a mysterious arabian stallion that is brought on board and stabled in the ship he is sailing on when it tragically sinks both he and the horse survive only to be stranded on a deserted island he befriends it so when finally rescued both return to his home where they soon meet henry dailey a once successful trainer together they begin training the horse to race against the fastest ones in the world,adventure family,poker horse barn training sport rescue survival deserted island stallion,11.35972,kelly reno mickey rooney teri garr clarence muse hoyt axton,carroll ballard,while traveling with his father young alec becomes fascinated by a mysterious arabian stallion that is brought on board and stabled in the ship he is sailing on when it tragically sinks both he and the horse survive only to be stranded on a deserted island he befriends it so when finally rescued both return to his home where they soon meet henry dailey a once successful trainer together they begin training the horse to race against the fastest ones in the world adventure family poker horse barn training sport rescue survival deserted island stallion kelly reno mickey rooney teri garr clarence muse hoyt axton carroll ballard
Sardaarji,a ghost hunter uses bottles to capture troublesome spirits,,,0.296981,,rohit jugraj,a ghost hunter uses bottles to capture troublesome spirits    rohit jugraj
Rejsen til Saturn,a danish crew of misfits travel to saturn in search for natural resources however the planet is colonized by a ruthless army of aliens that turn their eye on earth and invade denmark thus the crew change their mission to liberate denmark,action adventure animation comedy science fiction,,1.776624,casper christensen frank hvam ali kazim iben hjejle peter belli,kresten vestbjerg andersen,a danish crew of misfits travel to saturn in search for natural resources however the planet is colonized by a ruthless army of aliens that turn their eye on earth and invade denmark thus the crew change their mission to liberate denmark action adventure animation comedy science fiction  casper christensen frank hvam ali kazim iben hjejle peter belli kresten vestbjerg andersen
Donovan's Reef,guns donovan prefers carousing with his pals doc dedham and boats gilhooley until dedhams highsociety daughter amelia shows up in their south seas paradise,adventure comedy romance,birthday halfbrother priest mission clinic polynesia bar brawl christmas piano half sister navy veterans tiki culture,1.897263,john wayne elizabeth allen lee marvin cesar romero mike mazurki,john ford,guns donovan prefers carousing with his pals doc dedham and boats gilhooley until dedhams highsociety daughter amelia shows up in their south seas paradise adventure comedy romance birthday halfbrother priest mission clinic polynesia bar brawl christmas piano half sister navy veterans tiki culture john wayne elizabeth allen lee marvin cesar romero mike mazurki john ford
De jurk,the story of a summer dress and those who have to do with it especially the train conductor played by van warmerdam the director the dress functions as catalyst for the whimsical events which turns out to be either tragic or hilarious,comedy drama,calamity,0.144031,henri garcin ingeborg elzevier khaldoun elmecky margo dames frans vorstman,alex van warmerdam,the story of a summer dress and those who have to do with it especially the train conductor played by van warmerdam the director the dress functions as catalyst for the whimsical events which turns out to be either tragic or hilarious comedy drama calamity henri garcin ingeborg elzevier khaldoun elmecky margo dames frans vorstman alex van warmerdam
A Guy Named Joe,pete sandidge tracy a daredevil bomber pilot dies when he crashes his plane into a german aircraft carrier leaving his devoted girlfriend dorinda irene dunne who is also a pilot heartbroken in heaven pete receives a new assignment he is to become the guardian angel for ted randall van johnson a young army flyer invisibly pete guides ted through flight school and into combat but the ectoplasmic mentors tolerance is tested when ted falls for dorinda ultimately however pete not only comes to terms with their relationship but also acts as dorindas copilot when she undertakes a dangerous bombing raid so that ted wont have to remade by steven speilberg in 1989 as always,drama romance war,pilot airplane ghost,0.531444,spencer tracy irene dunne van johnson ward bond james gleason,victor fleming,pete sandidge tracy a daredevil bomber pilot dies when he crashes his plane into a german aircraft carrier leaving his devoted girlfriend dorinda irene dunne who is also a pilot heartbroken in heaven pete receives a new assignment he is to become the guardian angel for ted randall van johnson a young army flyer invisibly pete guides ted through flight school and into combat but the ectoplasmic mentors tolerance is tested when ted falls for dorinda ultimately however pete not only comes to terms with their relationship but also acts as dorindas copilot when she undertakes a dangerous bombing raid so that ted wont have to remade by steven speilberg in 1989 as always drama romance war pilot airplane ghost spencer tracy irene dunne van johnson ward bond james gleason victor fleming
Blazing Saddles,a town where everyone seems to be named johnson is in the way of the railroad and in order to grab their land hedley lemar a politically connected nasty person sends in his henchmen to make the town unlivable after the sheriff is killed the town demands a new sheriff from the governor so hedley convinces him to send the town the first black sheriff in the west,western comedy,gun saloon governor marching band comedy western spoof interrupted hanging railroad cowboy western town western spoof ceremony frontier town looking at the camera saloon girl movie reality crossover nietzsche coot selfreferential female singer anarchic comedy,22.793929,cleavon little gene wilder harvey korman slim pickens madeline kahn,mel brooks,a town where everyone seems to be named johnson is in the way of the railroad and in order to grab their land hedley lemar a politically connected nasty person sends in his henchmen to make the town unlivable after the sheriff is killed the town demands a new sheriff from the governor so hedley convinces him to send the town the first black sheriff in the west western comedy gun saloon governor marching band comedy western spoof interrupted hanging railroad cowboy western town western spoof ceremony frontier town looking at the camera saloon girl movie reality crossover nietzsche coot selfreferential female singer anarchic comedy cleavon little gene wilder harvey korman slim pickens madeline kahn mel brooks
Friday the 13th: The Final Chapter,after the crystal lake massacres jason is pronounced dead and taken to the hospital morgue where he is mysteriously revived allowing his diabolical killing spree to continue at the camp where the gruesome slaughtering began but this time in addition to terrified teenagers he meets a young boy named tommy who has a special talent for horror masks and make up leading up to a horrifying bloody battle has jason finally met his match,horror thriller,lake resurrection morgue serial killer jason vorhees hitchhike,14.013414,kimberly beck erich anderson corey feldman barbara howard crispin glover,joseph zito,after the crystal lake massacres jason is pronounced dead and taken to the hospital morgue where he is mysteriously revived allowing his diabolical killing spree to continue at the camp where the gruesome slaughtering began but this time in addition to terrified teenagers he meets a young boy named tommy who has a special talent for horror masks and make up leading up to a horrifying bloody battle has jason finally met his match horror thriller lake resurrection morgue serial killer jason vorhees hitchhike kimberly beck erich anderson corey feldman barbara howard crispin glover joseph zito
Ida,poland 1962 anna is a novice an orphan brought up by nuns in a convent before she takes her vows she is determined to see wanda her only living relative wanda tells anna that anna is jewish both women embark on a journey not only to discover their tragic family story but who they really are and where they belong questioning their religions and beliefs,drama,nun mine jew jewish poland,13.265432,agata trzebuchowska agata kulesza joanna kulig dawid ogrodnik adam szyszkowski,paweł pawlikowski,poland 1962 anna is a novice an orphan brought up by nuns in a convent before she takes her vows she is determined to see wanda her only living relative wanda tells anna that anna is jewish both women embark on a journey not only to discover their tragic family story but who they really are and where they belong questioning their religions and beliefs drama nun mine jew jewish poland agata trzebuchowska agata kulesza joanna kulig dawid ogrodnik adam szyszkowski paweł pawlikowski
Maurice,after his lover rejects him a young man trapped by the oppressiveness of edwardian society tries to come to terms with and accept his sexuality,drama romance,gay coming out british gay relationship coming of age lgbt child lgbt best friends in love,11.552247,james wilby hugh grant rupert graves denholm elliott simon callow,james ivory,after his lover rejects him a young man trapped by the oppressiveness of edwardian society tries to come to terms with and accept his sexuality drama romance gay coming out british gay relationship coming of age lgbt child lgbt best friends in love james wilby hugh grant rupert graves denholm elliott simon callow james ivory
Beer League,an unemployed slacker lange inspires his softball teammates to improve their game so they wont get kicked out of the local league,comedy,baseball sport,1.73892,artie lange ralph macchio anthony desando jimmy palumbo joe lo truglio,frank sebastiano,an unemployed slacker lange inspires his softball teammates to improve their game so they wont get kicked out of the local league comedy baseball sport artie lange ralph macchio anthony desando jimmy palumbo joe lo truglio frank sebastiano
Riding Giants,riding giants is story about big wave surfers who have become heroes and legends in their sport directed by the skateboard guru stacy peralta,documentary,ocean california sea beach surfer hawaii wave sun surfboard lifestyle extremsport,0.895946,jeff clark darrick doerner laird hamilton dave kalama david h kalama jr,stacy peralta,riding giants is story about big wave surfers who have become heroes and legends in their sport directed by the skateboard guru stacy peralta documentary ocean california sea beach surfer hawaii wave sun surfboard lifestyle extremsport jeff clark darrick doerner laird hamilton dave kalama david h kalama jr stacy peralta
Los cronocrímenes,a man accidentally gets into a time machine and travels back in time nearly an hour finding himself will be the first of a series of disasters of unforeseeable consequences,science fiction thriller,scissors radio nudity time woods surrealism travel independent film scientist machine nonlinear timeline binoculars injury voyeur loop,19.02965,karra elejalde candela fernández bárbara goenaga nacho vigalondo juan inciarte,nacho vigalondo,a man accidentally gets into a time machine and travels back in time nearly an hour finding himself will be the first of a series of disasters of unforeseeable consequences science fiction thriller scissors radio nudity time woods surrealism travel independent film scientist machine nonlinear timeline binoculars injury voyeur loop karra elejalde candela fernández bárbara goenaga nacho vigalondo juan inciarte nacho vigalondo
疯狂的赛车,an actionadventure story focused on the lives of express deliverymen traffic cops and lonely beauties,action adventure comedy drama foreign,,0.406645,huang bo kong jiu shaohua ma xu zheng yung cheung,ning hao,an actionadventure story focused on the lives of express deliverymen traffic cops and lonely beauties action adventure comedy drama foreign  huang bo kong jiu shaohua ma xu zheng yung cheung ning hao
Timber Falls,a weekend of camping in the mountains becomes an excursion into hell for a young couple who become pawns in a grotesque plot hatched by deranged locals,horror thriller,fanatic forest west virginia suspense,3.687574,josh randall nick searcy beth broderick sascha rosemann tw leshner,tony giglio,a weekend of camping in the mountains becomes an excursion into hell for a young couple who become pawns in a grotesque plot hatched by deranged locals horror thriller fanatic forest west virginia suspense josh randall nick searcy beth broderick sascha rosemann tw leshner tony giglio
Singin' in the Rain,in 1927 hollywood don lockwood and lina lamont are a famous onscreen romantic pair in silent movies but lina mistakes the onscreen romance for real love when their latest film is transformed into a musical don has the perfect voice for the songs but strident voice faces the studio to dub her voice aspiring actress kathy selden is brought in and while she is working on the movie don falls in love with her,comedy music romance,fan morning musical talkie partner movie in movie broadway audience chorus girl diction coach pearl necklace flapper,36.556954,gene kelly donald oconnor debbie reynolds jean hagen millard mitchell,stanley donen,in 1927 hollywood don lockwood and lina lamont are a famous onscreen romantic pair in silent movies but lina mistakes the onscreen romance for real love when their latest film is transformed into a musical don has the perfect voice for the songs but strident voice faces the studio to dub her voice aspiring actress kathy selden is brought in and while she is working on the movie don falls in love with her comedy music romance fan morning musical talkie partner movie in movie broadway audience chorus girl diction coach pearl necklace flapper gene kelly donald oconnor debbie reynolds jean hagen millard mitchell stanley donen
"Fat, Sick & Nearly Dead",100 pounds overweight loaded up on steroids and suffering from a debilitating autoimmune disease joe cross is at the end of his rope and the end of his hope in the mirror he saw a 310lb man whose gut was bigger than a beach ball and a path laid out before him that wouldnt end well with one foot already in the grave the other wasnt far behind fat sick amp nearly dead is an inspiring film that chronicles joes personal mission to regain his health,documentary,diet fasting vegetable juice australian man,0.545825,joe cross phil riverstone amy badberg merv cross virginia cross,joe cross,100 pounds overweight loaded up on steroids and suffering from a debilitating autoimmune disease joe cross is at the end of his rope and the end of his hope in the mirror he saw a 310lb man whose gut was bigger than a beach ball and a path laid out before him that wouldnt end well with one foot already in the grave the other wasnt far behind fat sick amp nearly dead is an inspiring film that chronicles joes personal mission to regain his health documentary diet fasting vegetable juice australian man joe cross phil riverstone amy badberg merv cross virginia cross joe cross
A Haunted House,a spoof of all the foundfootagedocumentary style films released in recent years,comedy horror,horror spoof found footage duringcreditsstinger,18.661541,marlon wayans essence atkins nick swardson cedric the entertainer david koechner,michael tiddes,a spoof of all the foundfootagedocumentary style films released in recent years comedy horror horror spoof found footage duringcreditsstinger marlon wayans essence atkins nick swardson cedric the entertainer david koechner michael tiddes
2016: Obama's America,2016 obamas america takes audiences on a gripping visual journey into the heart of the worlds most powerful office to reveal the struggle of whether one mans past will redefine america over the next four years the film examines the question if obama wins a second term where will we be in 2016 across the globe and in america people in 2008 hungered for a leader who would unite and lift us from economic turmoil and war true to americas ideals they invested their hope in a new kind of president barack obama what they didnt know is that obama is a man with a past and in powerful ways that past defines himwho he is how he thinks and where he intends to take america and the world immersed in exotic locales across four continents best selling author dinesh dsouza races against time to find answers to obamas past and reveal where america will be in 2016,documentary,,0.973582,,john sullivan,2016 obamas america takes audiences on a gripping visual journey into the heart of the worlds most powerful office to reveal the struggle of whether one mans past will redefine america over the next four years the film examines the question if obama wins a second term where will we be in 2016 across the globe and in america people in 2008 hungered for a leader who would unite and lift us from economic turmoil and war true to americas ideals they invested their hope in a new kind of president barack obama what they didnt know is that obama is a man with a past and in powerful ways that past defines himwho he is how he thinks and where he intends to take america and the world immersed in exotic locales across four continents best selling author dinesh dsouza races against time to find answers to obamas past and reveal where america will be in 2016 documentary   john sullivan
That Thing You Do!,a pennsylvania band scores a hit in 1964 and rides the starmaking machinery as long as it can with lots of help from its manager,comedy drama,pop star musical record label music music band,14.885388,tom everett scott johnathon schaech tom hanks steve zahn ethan embry,tom hanks,a pennsylvania band scores a hit in 1964 and rides the starmaking machinery as long as it can with lots of help from its manager comedy drama pop star musical record label music music band tom everett scott johnathon schaech tom hanks steve zahn ethan embry tom hanks
Halloween III: Season of the Witch,dr daniel challis and ellie grimbridge stumble onto a gruesome murder scheme when ellies noveltysalesman father harry is killed while in possession of a strange mask made by the silver shamrock mask company the companys owner conal cochran wants to return halloween to its darker roots using his masks and his unspeakable scheme would unleash death and destruction across the country,horror mystery science fiction,commercial factory gas station curfew mask halloween hospital doctor death surveillance camera stonehenge,12.030456,tom atkins stacey nelkin dan oherlihy michael currie ralph strait,tommy lee wallace,dr daniel challis and ellie grimbridge stumble onto a gruesome murder scheme when ellies noveltysalesman father harry is killed while in possession of a strange mask made by the silver shamrock mask company the companys owner conal cochran wants to return halloween to its darker roots using his masks and his unspeakable scheme would unleash death and destruction across the country horror mystery science fiction commercial factory gas station curfew mask halloween hospital doctor death surveillance camera stonehenge tom atkins stacey nelkin dan oherlihy michael currie ralph strait tommy lee wallace
Escape from the Planet of the Apes,the world is shocked by the appearance of two talking chimpanzees who arrived mysteriously in a us spacecraft they become the toast of society but one man believes them to be a threat to the human race,action science fiction,spacecraft pacifism human being cage dystopia politician chimpanzee tease caving,18.30961,roddy mcdowall kim hunter bradford dillman natalie trundy eric braeden,don taylor,the world is shocked by the appearance of two talking chimpanzees who arrived mysteriously in a us spacecraft they become the toast of society but one man believes them to be a threat to the human race action science fiction spacecraft pacifism human being cage dystopia politician chimpanzee tease caving roddy mcdowall kim hunter bradford dillman natalie trundy eric braeden don taylor
